id,Tournament,Stage,Match Type,Map,Agent,Pick Rate
9434,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,jett,0%
9435,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,omen,100%
9436,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,killjoy,0%
9437,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,sova,0%
9438,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,kayo,0%
9439,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,raze,100%
9440,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,skye,100%
9441,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,cypher,100%
9442,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,fade,0%
9443,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,astra,0%
9444,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,yoru,0%
9445,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,gekko,0%
9446,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,iso,0%
9447,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,breach,0%
9448,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,harbor,0%
9449,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,neon,0%
9450,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,phoenix,0%
9451,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,deadlock,0%
9452,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,reyna,0%
9453,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,sage,0%
9454,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,clove,0%
9455,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,chamber,0%
9456,Champions Tour 2024: Masters Shanghai,Playoffs,Grand Final,Split,brimstone,0%
9457,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,omen,90%
9458,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,raze,70%
9459,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,viper,50%
9460,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,killjoy,30%
9461,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,skye,30%
9462,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,cypher,30%
9463,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,gekko,30%
9464,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,jett,30%
9465,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,breach,30%
9466,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,kayo,20%
9467,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,sova,20%
9468,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,sage,10%
9469,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,reyna,10%
9470,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,yoru,10%
9471,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,harbor,10%
9472,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,fade,10%
9473,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,chamber,10%
9474,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,brimstone,10%
9475,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,neon,0%
9476,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,iso,0%
9477,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,phoenix,0%
9478,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,deadlock,0%
9479,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,clove,0%
9480,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,All Maps,astra,0%
9481,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,omen,100%
9482,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,raze,0%
9483,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,viper,0%
9484,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,killjoy,100%
9485,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,skye,0%
9486,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,cypher,0%
9487,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,gekko,0%
9488,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,jett,100%
9489,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,breach,0%
9490,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,kayo,100%
9491,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,sova,100%
9492,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,sage,0%
9493,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,reyna,0%
9494,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,yoru,0%
9495,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,harbor,0%
9496,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,fade,0%
9497,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,chamber,0%
9498,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,brimstone,0%
9499,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,neon,0%
9500,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,iso,0%
9501,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,phoenix,0%
9502,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,deadlock,0%
9503,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,clove,0%
9504,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Ascent,astra,0%
9505,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,omen,50%
9506,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,raze,100%
9507,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,viper,50%
9508,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,killjoy,0%
9509,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,skye,100%
9510,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,cypher,0%
9511,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,gekko,50%
9512,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,jett,0%
9513,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,breach,0%
9514,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,kayo,0%
9515,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,sova,0%
9516,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,sage,0%
9517,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,reyna,50%
9518,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,yoru,0%
9519,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,harbor,50%
9520,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,fade,0%
9521,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,chamber,0%
9522,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,brimstone,50%
9523,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,neon,0%
9524,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,iso,0%
9525,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,phoenix,0%
9526,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,deadlock,0%
9527,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,clove,0%
9528,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Bind,astra,0%
9529,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,omen,100%
9530,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,raze,50%
9531,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,viper,100%
9532,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,killjoy,50%
9533,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,skye,0%
9534,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,cypher,50%
9535,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,gekko,0%
9536,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,jett,50%
9537,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,breach,50%
9538,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,kayo,0%
9539,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,sova,0%
9540,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,sage,0%
9541,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,reyna,0%
9542,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,yoru,0%
9543,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,harbor,0%
9544,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,fade,50%
9545,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,chamber,0%
9546,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,brimstone,0%
9547,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,neon,0%
9548,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,iso,0%
9549,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,phoenix,0%
9550,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,deadlock,0%
9551,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,clove,0%
9552,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Lotus,astra,0%
9553,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,omen,100%
9554,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,raze,100%
9555,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,viper,50%
9556,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,killjoy,0%
9557,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,skye,50%
9558,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,cypher,50%
9559,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,gekko,0%
9560,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,jett,0%
9561,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,breach,50%
9562,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,kayo,0%
9563,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,sova,0%
9564,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,sage,0%
9565,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,reyna,0%
9566,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,yoru,50%
9567,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,harbor,0%
9568,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,fade,0%
9569,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,chamber,50%
9570,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,brimstone,0%
9571,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,neon,0%
9572,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,iso,0%
9573,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,phoenix,0%
9574,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,deadlock,0%
9575,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,clove,0%
9576,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Split,astra,0%
9577,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,omen,100%
9578,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,raze,100%
9579,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,viper,50%
9580,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,killjoy,0%
9581,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,skye,0%
9582,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,cypher,50%
9583,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,gekko,100%
9584,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,jett,0%
9585,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,breach,50%
9586,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,kayo,0%
9587,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,sova,0%
9588,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,sage,50%
9589,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,reyna,0%
9590,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,yoru,0%
9591,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,harbor,0%
9592,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,fade,0%
9593,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,chamber,0%
9594,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,brimstone,0%
9595,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,neon,0%
9596,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,iso,0%
9597,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,phoenix,0%
9598,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,deadlock,0%
9599,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,clove,0%
9600,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 1,Sunset,astra,0%
9601,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,raze,60%
9602,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,viper,60%
9603,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,gekko,60%
9604,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,omen,50%
9605,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,kayo,40%
9606,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,sova,40%
9607,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,cypher,40%
9608,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,jett,40%
9609,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,fade,20%
9610,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,sage,20%
9611,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,breach,20%
9612,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,killjoy,20%
9613,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,brimstone,10%
9614,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,harbor,10%
9615,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,reyna,10%
9616,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,skye,0%
9617,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,astra,0%
9618,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,phoenix,0%
9619,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,neon,0%
9620,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,iso,0%
9621,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,deadlock,0%
9622,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,clove,0%
9623,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,chamber,0%
9624,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,All Maps,yoru,0%
9625,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,raze,100%
9626,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,viper,0%
9627,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,gekko,75%
9628,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,omen,100%
9629,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,kayo,25%
9630,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,sova,25%
9631,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,cypher,75%
9632,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,jett,0%
9633,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,fade,25%
9634,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,sage,25%
9635,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,breach,50%
9636,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,killjoy,0%
9637,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,brimstone,0%
9638,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,harbor,0%
9639,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,reyna,0%
9640,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,skye,0%
9641,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,astra,0%
9642,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,phoenix,0%
9643,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,neon,0%
9644,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,iso,0%
9645,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,deadlock,0%
9646,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,clove,0%
9647,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,chamber,0%
9648,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Sunset,yoru,0%
9649,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,raze,100%
9650,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,viper,100%
9651,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,gekko,100%
9652,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,omen,50%
9653,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,kayo,50%
9654,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,sova,0%
9655,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,cypher,0%
9656,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,jett,0%
9657,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,fade,50%
9658,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,sage,0%
9659,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,breach,0%
9660,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,killjoy,0%
9661,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,brimstone,50%
9662,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,harbor,0%
9663,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,reyna,0%
9664,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,skye,0%
9665,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,astra,0%
9666,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,phoenix,0%
9667,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,neon,0%
9668,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,iso,0%
9669,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,deadlock,0%
9670,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,clove,0%
9671,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,chamber,0%
9672,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Bind,yoru,0%
9673,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,raze,0%
9674,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,viper,100%
9675,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,gekko,0%
9676,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,omen,0%
9677,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,kayo,50%
9678,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,sova,100%
9679,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,cypher,50%
9680,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,jett,100%
9681,Champions Tour 2024: Masters Shanghai,Playoffs,Lower Round 2,Breeze,fade,0%
